class,threshold,tp,fp,fn,precision,recall,f1,jaccard,fp_per_image,fn_per_image
Squamous Epithelial Cell,0.8199999928474426,173,2,31,0.9885714285714285,0.8480392156862745,0.9129287598944591,0.8398058252427184,0.03773584905660377,0.5849056603773585
Squamous Epithelial Cell,0.8299999833106995,170,2,34,0.9883720930232558,0.8333333333333334,0.9042553191489361,0.8252427184466019,0.03773584905660377,0.6415094339622641
Squamous Epithelial Cell,0.8399999737739563,169,2,35,0.9883040935672515,0.8284313725490197,0.9013333333333333,0.8203883495145631,0.03773584905660377,0.660377358490566
Squamous Epithelial Cell,0.8500000238418579,167,1,37,0.9940476190476191,0.8186274509803921,0.8978494623655914,0.8146341463414634,0.018867924528301886,0.6981132075471698
Squamous Epithelial Cell,0.8600000143051147,162,1,42,0.9938650306748467,0.7941176470588235,0.8828337874659401,0.7902439024390244,0.018867924528301886,0.7924528301886793
Squamous Epithelial Cell,0.8700000047683716,160,1,44,0.9937888198757764,0.7843137254901961,0.8767123287671232,0.7804878048780488,0.018867924528301886,0.8301886792452831
Squamous Epithelial Cell,0.8799999952316284,157,0,47,1.0,0.7696078431372549,0.8698060941828256,0.7696078431372549,0.0,0.8867924528301887
Squamous Epithelial Cell,0.8899999856948853,153,0,51,1.0,0.75,0.8571428571428571,0.75,0.0,0.9622641509433962
Squamous Epithelial Cell,0.8999999761581421,147,0,57,1.0,0.7205882352941176,0.8376068376068375,0.7205882352941176,0.0,1.0754716981132075
Squamous Epithelial Cell,0.9100000262260437,142,0,62,1.0,0.696078431372549,0.8208092485549133,0.696078431372549,0.0,1.169811320754717
Squamous Epithelial Cell,0.9200000166893005,133,0,71,1.0,0.6519607843137255,0.7893175074183977,0.6519607843137255,0.0,1.3396226415094339
Squamous Epithelial Cell,0.9300000071525574,119,0,85,1.0,0.5833333333333334,0.7368421052631579,0.5833333333333334,0.0,1.6037735849056605
Squamous Epithelial Cell,0.9399999976158142,101,0,103,1.0,0.4950980392156863,0.6622950819672131,0.4950980392156863,0.0,1.9433962264150944
Squamous Epithelial Cell,0.949999988079071,69,0,135,1.0,0.3382352941176471,0.5054945054945055,0.3382352941176471,0.0,2.547169811320755
